id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_01500,"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",en,uci_sms_spam_collection_v1,spam,AD,,79db0cb3db1c,付费通灵服务推广，要求回复短信提问，属于付费订阅营销广告。
uci_01501,Host-based IDPS for linux systems.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,558c37a82184,技术类个人对话，关于Linux入侵检测系统，私人专业话题。
uci_01502,"HOT LIVE FANTASIES call now 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national rate call",en,uci_sms_spam_collection_v1,spam,HARASS,,3c85e7e6d6e1,成人色情热线广告，提供收费通话服务，属于成人骚扰内容。
uci_01503,Don no da:)whats you plan?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,735cc6bfd03f,私人闲聊，询问对方计划，个人间对话。
uci_01504,Ill be there on  &lt;#&gt;  ok.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,aaa5c5bc50b6,私人闲聊，告知到达时间，个人间对话。
uci_01505,Oh my God. I'm almost home,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ba78fe3c48de,私人闲聊，告知即将到家，个人间对话。
uci_01506,Total video converter free download type this in google search:),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,528ee43964bb,个人间分享，提供免费下载信息，个人推荐。
uci_01507,Thanks for the Vote. Now sing along with the stars with Karaoke on your mobile. For a FREE link just reply with SING now.,en,uci_sms_spam_collection_v1,spam,AD,,9d80f97f03e5,卡拉OK服务推广，提供免费链接鼓励回复，属于付费娱乐服务营销广告。
uci_01508,"Wen ur lovable bcums angry wid u, dnt take it seriously.. Coz being angry is d most childish n true way of showing deep affection, care n luv!.. kettoda manda... Have nice day da.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,da7152aa1544,私人情感表达，关于生气与关爱，个人间对话。
uci_01509,Sounds like something that someone testing me would sayy,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4f2dd1bc1f34,私人闲聊，调侃测试之意，个人对话。
uci_01510,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,448e63dc8c76,私人情感表达，关于爱与被爱，个人感悟分享。
uci_01511,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4a19a6f5cb9f,个人间联系，朋友询问近况，私人对话。
uci_01512,Oops sorry. Just to check that you don't mind picking me up tomo at half eight from station. Would that be ok?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,83511dd4b1ea,私人安排，请求明天接站，个人间协调对话。
uci_01513,"Hey sweet, I was wondering when you had a moment if you might come to me ? I want to send a file to someone but it won't go over yahoo for them because their connection sucks, remember when you set up that page for me to go to and download the format disc ? Could you tell me how to do that ? Or do you know some other way to download big files ? Because they can download stuff directly from the internet. Any help would be great, my prey ... *teasing kiss*",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b8bd5e0287e0,私人帮助请求，关于下载文件和朋友页面设置，个人间协作。
uci_01514,Hows the champ just leaving glasgow!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,246eab3b1ce3,私人闲聊，关于拳击比赛，个人间对话。
uci_01515,K:)all the best:)congrats...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4da8881a0e5c,私人祝贺表达，关于祝福和祝贺，个人间对话。
uci_01516,I wonder if you'll get this text?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e149d169d010,私人询问，猜测对方是否收到短信，个人间对话。
uci_01517,I need to come home and give you some good lovin...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c61594c0c578,私人亲密表达，想回家亲热，个人间短信。
uci_01518,Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.,en,uci_sms_spam_collection_v1,spam,AD,,8d6058665ffb,移动音乐服务推广，介绍新音乐播放器并引导安装，属于商家服务促销广告。
uci_01519,Shall i ask one thing if you dont mistake me.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9355a02e1da4,私人询问，问是否冒犯对方，个人间对话。
uci_01520,Check wid corect speling i.e. Sarcasm,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e4da807ee7cb,私人闲聊，关于拼写检查，个人间对话。
