id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_00600,I'm going out to buy mum's present ar.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,8b83b609519a,私人闲聊/个人对话
uci_00601,Mind blastin.. No more Tsunamis will occur from now on.. Rajnikant stopped swimming in Indian Ocean..:-D,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1266b816fe23,私人闲聊/个人对话
uci_00602,If u sending her home first it's ok lor. I'm not ready yet.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5f674d743ba4,私人闲聊/个人对话
uci_00603,Speaking of does he have any cash yet?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,76f2db1411f1,私人闲聊/个人对话
uci_00604,Be happy there. I will come after noon,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,bd6ab3bc1aba,私人闲聊/个人对话
uci_00605,Meet after lunch la...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1c273d1fcc45,私人闲聊/个人对话
uci_00606,TaKe CaRE n gET WeLL sOOn,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,83c4234cfa8f,私人闲聊/个人对话
uci_00607,XCLUSIVE@CLUBSAISAI 2MOROW 28/5 SOIREE SPECIALE ZOUK WITH NICHOLS FROM PARIS.FREE ROSES 2 ALL LADIES !!! info: 07946746291/07880867867,en,uci_sms_spam_collection_v1,spam,AD,,3e349fb942bb,活动/俱乐部推广
uci_00608,what I meant to say is cant wait to see u again getting bored of this bridgwater banter,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,7c3821654d83,私人闲聊/个人对话
uci_00609,Neva mind it's ok..,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2077cd961ada,私人闲聊/个人对话
uci_00610,"It's fine, imma get a drink or somethin. Want me to come find you?",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,bfdb48ed5cf2,私人闲聊/个人对话
uci_00611,22 days to kick off! For Euro2004 U will be kept up to date with the latest news and results daily. To be removed send GET TXT STOP to 83222,en,uci_sms_spam_collection_v1,spam,AD,,ec14faab1666,通过短信订阅付费服务
uci_00612,Its a valentine game. . . Send dis msg to all ur friends. .. If 5 answers r d same then someone really loves u. Ques- which colour suits me the best?rply me,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,eb5e49262f0d,私人闲聊/个人对话
uci_00613,I have many dependents,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a801929bf541,私人闲聊/个人对话
uci_00614,THANX4 TODAY CER IT WAS NICE 2 CATCH UP BUT WE AVE 2 FIND MORE TIME MORE OFTEN OH WELL TAKE CARE C U SOON.C,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5d92c1c9f9f2,私人闲聊/个人对话
uci_00615,I called and said all to him:)then he have to choose this future.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,043b2615701f,私人闲聊/个人对话
uci_00616,"""Happy valentines day"" I know its early but i have hundreds of handsomes and beauties to wish. So i thought to finish off aunties and uncles 1st...",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b65289855992,私人闲聊/个人对话
uci_00617,He like not v shock leh. Cos telling shuhui is like telling leona also. Like dat almost all know liao. He got ask me abt ur reaction lor.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,8f40a6fa6679,私人闲聊/个人对话
uci_00618,For my family happiness..,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b25802812970,私人闲聊/个人对话
uci_00619,I come n pick ¨¹ up... Come out immediately aft ur lesson...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3190265b1602,私人闲聊/个人对话
