id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_02700,Oh baby of the house. How come you dont have any new pictures on facebook,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,14c74503b724,私人闲聊，询问为何没有新Facebook照片，无法归入业务类别
uci_02701,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d40cf618c5c4,转发类链式消息，要求转发给朋友以获取爱情，属于转发内容
uci_02702,"Hiya, sorry didn't hav signal. I haven't seen or heard from and neither has, which is unusual in itself! I'll put on the case and get him to sort it out! Hugs and snogs.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,94aed40aa60d,私人闲聊，关于信号问题和朋友近况，无法归入业务类别
uci_02703,"Omw back to tampa from west palm, you hear what happened?",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1160ff4a1275,私人闲聊，询问回家路上发生的事情，属于个人对话
uci_02704,Yup no more already... Thanx 4 printing n handing it up.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b18ed61b2575,私人闲聊，感谢打印和递交东西，属于个人对话
uci_02705,FreeMsg: Fancy a flirt? Reply DATE now & join the UKs fastest growing mobile dating service. Msgs rcvd just 25p to optout txt stop to 83021. Reply DATE now!,en,uci_sms_spam_collection_v1,spam,AD,,42b017265c27,推广移动约会服务，回复DATE加入，属于付费交友服务广告
uci_02706,What i mean is do they come chase you out when its over or is it stated you can watch as many movies as you want.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,758a791476e5,私人闲聊，讨论电影观看方式，属于个人对话
uci_02707,S now only i took tablets . Reaction morning only.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,822b34f62a48,私人闲聊，关于服药反应，属于个人对话
uci_02708,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,en,uci_sms_spam_collection_v1,spam,AD,,88063754637f,Orange运营商促销，双倍分钟数和短信，免费升级手机，属于电信服务广告
uci_02709,"Nah, I'm a perpetual DD",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9a5c19e42a3e,私人闲聊，自称永久DD（可能指代驾），属于个人对话
uci_02710,Sorry de i went to shop.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2f88789c22ae,私人闲聊，告知去商店了，属于个人对话
