id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_02100,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= ***** unsubscribe with STOP. no extra charge. help:08700469649. PO BOX420. IP4 5WE",en,uci_sms_spam_collection_v1,spam,AD,,25189d45c05a,订阅服务促销，引导用户登录网站获取文本积分，属于商业广告推广
uci_02101,Oh Howda gud gud.. Mathe en samachara chikku:-),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,be4c967f2443,个人闲聊，混合语言打招呼，无法归入业务类别
uci_02102,I thk 530 lor. But dunno can get tickets a not. Wat u doing now?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2e6229e40812,个人对话，讨论购票和当前活动，属于私人聊天
uci_02103,Audrie lousy autocorrect,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,730e853f0834,个人闲聊，提及自动纠错功能，属于私人对话
uci_02104,Its a site to simulate the test. It just gives you very tough questions to test your readiness.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ba2b50126bdb,个人对话，讨论模拟测试网站，属于私人交流
uci_02105,Anyway seriously hit me up when you're back because otherwise I have to light up with armand and he always has shit and/or is vomiting,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,829f94d3ad78,个人闲聊，讨论见面安排，属于私人对话
uci_02106,I fetch yun or u fetch?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a3ae32c3dfe5,个人对话，讨论谁去接人，属于私人聊天
uci_02107,Thank you. I like you as well...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4d98914a83b4,个人情感表达，属于私人消息
uci_02108,"Hmmm ... And imagine after you've come home from that having to rub my feet, make me dinner and help me get ready for my date ! Are you sure your ready for that kind of life ?",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,08726e7c4515,个人对话，讨论回家后的生活安排，属于私人聊天
uci_02109,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 ¡ê3/wk",en,uci_sms_spam_collection_v1,spam,HARASS,,866bcb0aad3c,成人内容订阅推广，每周发送性感明星图片，属于骚扰类内容
uci_02110,Lara said she can loan me  &lt;#&gt; .,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,349f00992456,个人对话，提及借款，属于私人聊天
