id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_03900,¨¹ mean it's confirmed... I tot they juz say oni... Ok then...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,97a205bac4dc,简短日常沟通或确认回复，属于个人闲聊
uci_03901,Okie,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a6e73a86ca9d,简短日常沟通或确认回复，属于个人闲聊
uci_03902,That depends. How would you like to be treated? :),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,44e5dac1736b,个人日常安排或闲聊，涉及衣食住行
uci_03903,"Right on brah, see you later",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,656c3a31448f,简短日常沟通或确认回复，属于个人闲聊
uci_03904,Waiting in e car 4 my mum lor. U leh? Reach home already?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0188a55bb834,简短日常沟通或确认回复，属于个人闲聊
uci_03905,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,en,uci_sms_spam_collection_v1,spam,FRAUD,,d4af999f389b,虚假积分兑换通知，冒充账户有786未兑现积分，要求拨打收费电话骗取高额话费
uci_03906,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,en,uci_sms_spam_collection_v1,spam,AD,,21e9f475a132,手机服务促销广告，推广视频手机、通话分钟套餐和半价线路租赁
uci_03907,Went fast asleep dear.take care.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a5a4b644e652,个人见面/交通安排对话，属于私人沟通
uci_03908,No that just means you have a fat head,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3891ec59add7,私人闲聊内容，无法归入业务类别
uci_03909,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,33bb4a4d3e10,个人见面/交通安排对话，属于私人沟通
uci_03910,Serious? What like proper tongued her,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3435194da37f,私人闲聊内容，无法归入业务类别
uci_03911,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,80fc127438be,个人见面/交通安排对话，属于私人沟通
uci_03912,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d0971db7f6e2,简短日常沟通或确认回复，属于个人闲聊
uci_03913,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,en,uci_sms_spam_collection_v1,spam,FRAUD,,004b4d58694d,冒充客服紧急通知，内容模糊制造紧张感要求回拨收费电话，典型欺诈手法
uci_03914,Yeah whatever lol,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5372416ac663,个人玩笑/幽默对话，属于私人闲聊
uci_03915,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,43dcff411bd8,私人暧昧/情感对话，属于个人交流范畴
uci_03916,Ard 530 lor. I ok then message ¨¹ lor.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,78fbdb9528c6,简短日常沟通或确认回复，属于个人闲聊
uci_03917,Ok. C u then.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4074b95bd9a8,简短日常沟通或确认回复，属于个人闲聊
