id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_03600,Then wat r u doing now? Busy wif work?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5b1d513e3879,个人闲聊询问近况，非业务通知也非广告
uci_03601,I know you mood off today,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ae7d96c47480,个人对话关心对方情绪，属于私人聊天
uci_03602,"Jay told me already, will do",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a0a0646119a9,个人对话回复已完成某事，属于日常交流
uci_03603,Cps is causing the outages to conserve energy.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,10b684bc4472,关于停电的通知但无法确认来源和业务属性
uci_03604,"I'm not sure, I was just checking out what was happening around the area",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,073cc54f70af,个人对话描述正在查看周边情况
uci_03605,Hey morning what you come to ask:-) pa...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,eb208ebb342d,早晨问候属于个人闲聊
uci_03606,Jordan got voted out last nite!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,17053cde5129,个人对话提及昨晚投票结果
uci_03607,"That means you got an A in epi, she.s fine. She.s here now.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,fd498193602d,个人对话告知成绩和某人近况
uci_03608,I have no idea where you are,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4c09b7c25339,个人对话表示不知道对方位置
uci_03609,Pls come quick cant bare this.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,92501017f78b,个人对话表达痛苦让对方快来
uci_03610,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1d0d9288928e,转发智力题笑话属于转发内容无法归入业务类
uci_03611,"Call me. I m unable to cal. Lets meet bhaskar, and deep",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,53a19db64fdf,个人对话要求回电并约定见面
uci_03612,No. I.ll meet you in the library,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b1207bfc1814,个人对话约定图书馆见面
uci_03613,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3959eafc199d,个人对话讨论带东西给室友和朋友
uci_03614,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,8ffc7b447f82,个人对话评论发型家庭趣事
uci_03615,Ok c ¨¹ then.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3545a77758c7,个人对话简单回复好的
uci_03616,I enjoy watching and playing football and basketball. Anything outdoors. And you?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,dc0cdb151811,个人对话讨论运动爱好
uci_03617,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,10c44cdcf424,个人对话询问手机价格范围
uci_03618,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2d64c02a3872,个人对话道歉发空消息
uci_03619,Hey check it da. I have listed da.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,8a2dc08577cd,个人对话告知已列出某内容
uci_03620,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,en,uci_sms_spam_collection_v1,spam,AD,,4ade3e06114e,铃声订阅慈善促销，告知发送短信购买目的是营销
uci_03621,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3961a4db768a,个人对话为深夜发消息要毒品道歉
uci_03622,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9ca146ba5967,个人对话描述住房安排计划
uci_03623,Goin to workout lor... Muz lose e fats...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5a9a2c02267d,个人对话说要去锻炼
uci_03624,"Damn, poor zac doesn't stand a chance",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a339c36cba2f,个人对话为某人感到惋惜
uci_03625,No message..no responce..what happend?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,382e17d730b6,个人对话询问为何没回复消息
uci_03626,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d417764ffa98,个人对话关于之前发送的消息
uci_03627,Yeah right! I'll bring my tape measure fri!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,6b722c301a51,个人对话说要带卷尺
uci_03628,Still chance there. If you search hard you will get it..let have a try :),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ebe7ea796675,个人对话鼓励对方继续搜索
uci_03629,Meeting u is my work. . . Tel me when shall i do my work tomorrow,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a9d94df8cbd8,个人对话关于工作的约定
uci_03630,Should I head straight there or what,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,39d83f6b2566,个人对话询问是否直接过去
uci_03631,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX ¡ê1.50,en,uci_sms_spam_collection_v1,spam,AD,,04e614915ac7,手机铃声旗帜订阅促销，发送短信定制目的是营销
uci_03632,Thank you princess! You are so sexy...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,50fba9987675,个人对话亲密爱称表达
uci_03633,Oooh I got plenty of those!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c1b75701708a,个人对话表示有很多某物
uci_03634,Hui xin is in da lib.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ee2d5314aa17,个人对话告诉对方某人在图书馆
uci_03635,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a71f0f710f01,个人对话讨论时间差异问题
uci_03636,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,647510c18edd,个人对话表达情感困扰
uci_03637,"""ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX""",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5dd9369f6dff,个人对话情侣间表达情感
uci_03638,You know what hook up means right?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,91eeb9e55c5b,个人对话询问对方是否知道hook up含义
uci_03639,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",en,uci_sms_spam_collection_v1,spam,FRAUD,,a858af6c12df,冒充送货通知诱导回拨付费电话，典型诈骗手法
