id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_03300,"Honeybee Said: *I'm d Sweetest in d World* God Laughed &amp; Said: *Wait,U Havnt Met d Person Reading This Msg* MORAL: Even GOD Can Crack Jokes! GM+GN+GE+GN:)",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,76a21865fa37,转发笑话/调侃内容，属于娱乐性转发，非商业非诈骗
uci_03301,Just do what ever is easier for you,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e4cdaf569195,个人闲聊，无商业或事务性内容
uci_03302,RCT' THNQ Adrian for U text. Rgds Vatian,en,uci_sms_spam_collection_v1,spam,NEEDS_REVIEW,,6aaade4dd549,个人感谢短信，属于私人对话
uci_03303,Stop calling everyone saying I might have cancer. My throat hurts to talk. I can't be answering everyones calls. If I get one more call I'm not babysitting on Monday,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ef6f716ab135,个人抱怨电话骚扰，属于私人对话
uci_03304,"It'll be tough, but I'll do what I have to",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,df9b91389f1a,个人闲聊，表达决心
uci_03305,IM GONNAMISSU SO MUCH!!I WOULD SAY IL SEND U A POSTCARD BUTTHERES ABOUTAS MUCH CHANCE OF MEREMEMBERIN ASTHERE IS OFSI NOT BREAKIN HIS CONTRACT!! LUV Yaxx,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,99fd06a0ee38,个人情感表达，属于私人对话
uci_03306,Ee msg na poortiyagi odalebeku: Hanumanji 7 name 1-Hanuman 2-Bajarangabali 3-Maruti 4-Pavanaputra 5-Sankatmochan 6-Ramaduth 7-Mahaveer ee 7 name  &lt;#&gt;  janarige ivatte kalisidare next saturday olage ondu good news keluviri...! Maretare inde 1 dodda problum nalli siguviri idu matra  &lt;#&gt; % true.. Don't neglet.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d068bf375c20,宗教/迷信链式转发消息，属于转发内容
uci_03307,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d30e51316370,私人约会安排短信
uci_03308,"Set a place for me in your heart and not in your mind, as the mind easily forgets but the heart will always remember. Wish you Happy Valentines Day!",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,8fac23092c28,情人节祝福转发/个人问候
uci_03309,But i'm surprised she still can guess right lor...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,29f4b1d5e0ec,个人闲聊对话
uci_03310,Okie ¨¹ wan meet at bishan? Cos me at bishan now. I'm not driving today.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,45bc585c91af,私人见面安排
uci_03311,Oh ho. Is this the first time u use these type of words,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,31d2335b2095,个人闲聊对话
uci_03312,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,55882881c782,私人问候/聊天消息
uci_03313,I know you are serving. I mean what are you doing now.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4cc4147c48fb,个人闲聊对话
uci_03314,"Huh... Hyde park not in mel ah, opps, got confused... Anyway, if tt's e best choice den we juz have to take it...",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,20e619c2ec11,个人闲聊，讨论地点
uci_03315,Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1b206159267c,个人闲聊对话
uci_03316,"FREE MESSAGE Activate your 500 FREE Text Messages by replying to this message with the word FREE For terms & conditions, visit www.07781482378.com",en,uci_sms_spam_collection_v1,spam,AD,,0ba0618a4615,免费短信促销活动，回复FREE激活500条免费短信，属于正规营销广告
uci_03317,I know girls always safe and selfish know i got it pa. Thank you. good night.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9df56318c48e,个人闲聊对话
uci_03318,"No worries, hope photo shoot went well. have a spiffing fun at workage.",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,43327e11ac8d,个人闲聊对话
uci_03319,I'm freezing and craving ice. Fml,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4dac45536f2c,个人闲聊，表达感受
uci_03320,Kay... Since we are out already,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e80c3ab1ce9d,个人闲聊对话
uci_03321,Eh sorry leh... I din c ur msg. Not sad already lar. Me watching tv now. U still in office?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1bede5fbeca2,个人闲聊对话
uci_03322,Yo im right by yo work,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,6ba58eeae020,个人闲聊，告知位置
uci_03323,Ok darlin i supose it was ok i just worry too much.i have to do some film stuff my mate and then have to babysit again! But you can call me there.xx,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c257c641a833,个人闲聊对话
uci_03324,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9e8cf5f74e37,转发幽默/调侃内容，属于娱乐性转发
uci_03325,I don wake since. I checked that stuff and saw that its true no available spaces. Pls call the embassy or send a mail to them.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d80ae47285b1,个人闲聊，讨论使馆事务
uci_03326,Nope... Juz off from work...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,c7528712436e,个人闲聊对话
uci_03327,Huh so fast... Dat means u havent finished painting?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,6d4e3bd8a5e8,个人闲聊对话
uci_03328,what number do u live at? Is it 11?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9fdaf54621e5,个人闲聊，询问地址
uci_03329,"No we put party 7 days a week and study lightly, I think we need to draw in some custom checkboxes so they know we're hardcore",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,65500abc849e,个人闲聊对话
uci_03330,Sac will score big hundred.he is set batsman:-),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0b5696743c0c,板球比赛讨论，属于个人闲聊
uci_03331,Send me yetty's number pls.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1e916247c059,个人请求，属于私人对话
uci_03332,How much it will cost approx . Per month.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,213af06a5f3e,个人询问价格，属于私人对话
uci_03333,Ok... The theory test? when are ¨¹ going to book? I think it's on 21 may. Coz thought wanna go out with jiayin. But she isnt free,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,169fb19e073f,个人闲聊，讨论考试安排
uci_03334,"You are being contacted by our dating service by someone you know! To find out who it is, call from a land line 09050000928. PoBox45W2TG150P",en,uci_sms_spam_collection_v1,spam,AD,,f27802aa4cf7,约会服务推广，声称有人通过交友服务联系你，属于约会服务广告
uci_03335,"That's fine, have him give me a call if he knows what he wants or has any questions",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,22c1b56a7b52,个人闲聊对话
uci_03336,"Sorry, got a late start, we're on the way",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,183ea0615c2b,个人闲聊，告知在路上
uci_03337,Then u go back urself lor...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,21ee4e2f607f,个人闲聊对话
uci_03338,I AM AT THE GAS STATION. GO THERE.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a718bdcd89fb,个人闲聊，告知在加油站
uci_03339,"K, if u bored up just come to my home..",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b7744e2a69d7,个人闲聊，邀请来家里
uci_03340,Babe !!!! I LOVE YOU !!!! *covers your face in kisses*,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,960a5cec19f4,个人情感表达，属于私人对话
uci_03341,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,0f292e73b0aa,个人分享搞笑经历，属于私人对话
uci_03342,Still i have not checked it da. . .,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,492d9d05657c,个人闲聊对话
uci_03343,You will go to walmart. I.ll stay.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,066c087c4339,个人闲聊，讨论去沃尔玛
uci_03344,"I haven't forgotten you, i might have a couple bucks to send you tomorrow, k? I love ya too",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,de4191025342,个人闲聊，提到借钱
uci_03345,Oh great. I.ll disturb him more so that we can talk.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5f07f6a5f149,个人闲聊对话
uci_03346,Reverse is cheating. That is not mathematics.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,e1d95b49df1d,个人观点表达，属于闲聊
uci_03347,U're welcome... Caught u using broken english again...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3c4fcabc7c48,个人闲聊对话
uci_03348,No problem baby. Is this is a good time to talk? I called and left a message.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d1b77de9e560,个人闲聊，询问通话时机
uci_03349,"Sorry, I'll call later",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d5081f7715ce,个人闲聊对话
