id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_01800,"If we hit it off, you can move in with me :)",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5d0095783323,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01801,excellent. I spent  &lt;#&gt;  years in the Air Force. Iraq and afghanistan. I am stable and honest. do you like traveling?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,cd09eb1322d9,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01802,I wanna watch that movie,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,8ce09acbf25c,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01803,Ok lor thanx... ¨¹ in school?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,cf4b038ac1e4,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01804,I'm in class. Did you get my text.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,05a2bf1f768e,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01805,The bus leaves at  &lt;#&gt;,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,76fdbe3f686d,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01806,God bless.get good sleep my dear...i will pray!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,243bc78193be,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01807,Todays Voda numbers ending 1225 are selected to receive a ¡ê50award. If you have a match please call 08712300220 quoting claim code 3100 standard rates app,en,uci_sms_spam_collection_v1,spam,AD,,a9108aef8c30,Vodafone号码抽奖活动，属运营商营销广告，目的让用户拨打高费率电话参与，非直接诈骗
uci_01808,Do have a nice day today. I love you so dearly.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,cb5486cd99f6,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01809,Aiyo a bit pai seh ¨¹ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a575d80440de,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01810,"Aight, I'll ask a few of my roommates",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,cda0ac8eef8e,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01811,"Now, whats your house # again ? And do you have any beer there ?",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,de80eedd9ed5,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01812,Do ¨¹ all wan 2 meet up n combine all the parts? How's da rest of da project going?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a8901c26a428,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01813,"""Getting tickets 4 walsall tue 6 th march. My mate is getting me them on sat. ill pay my treat. Want 2 go. Txt bak .Terry""",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,37dce0d8011f,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01814,Yes we are chatting too.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,441a4487794c,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01815,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,a4af12b60a6c,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01816,Sian... Aft meeting supervisor got work 2 do liao... U working now?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,77c127f66763,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01817,Are you going to write ccna exam this week??,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,655aa6d10a06,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01818,Well i will watch shrek in 3D!!B),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,3906d55dd38e,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01819,Am i that much dirty fellow?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,dc583d4407a8,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01820,Dunno dat's wat he told me. Ok lor...,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2fef5859f2f1,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
uci_01821,I'll probably be by tomorrow (or even later tonight if something's going on),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,03c3e57efe18,私人日常闲聊/个人对话，无商业或诈骗意图，无法归入四分类
