id,text,language,source,uci_binary,label,annotator,template_group,notes
uci_03000,"Oh, then your phone phoned me but it disconnected",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,11e974120060,私人闲聊/个人对话，无法归入其他类别
uci_03001,Id onluy matters when getting on from offcampus,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,311ff7c54e03,私人闲聊/个人对话，无法归入其他类别
uci_03002,This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only,en,uci_sms_spam_collection_v1,spam,HARASS,,bbebf9577083,成人交友/约炮俱乐部推广，属于骚扰内容
uci_03003,"Excellent, I'll see what riley's plans are",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9931605b8d82,私人闲聊/个人对话，无法归入其他类别
uci_03004,I will see in half an hour,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9c45ce715d09,私人闲聊/个人对话，无法归入其他类别
uci_03005,"You've won tkts to the EURO2004 CUP FINAL or ¡ê800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",en,uci_sms_spam_collection_v1,spam,FRAUD,,ce4c84c4a0d5,虚假中奖通知，要求拨打电话或发短信领取奖品，典型诈骗
uci_03006,Ew are you one of them?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,ac75c5557021,私人闲聊/个人对话，无法归入其他类别
uci_03007,Also hi wesley how've you been,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9ca5bcacc66b,私人闲聊/个人对话，无法归入其他类别
uci_03008,Ah you see. You have to be in the lingo. I will let you know wot on earth it is when has finished making it!,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2450a1c7b408,私人闲聊/个人对话，无法归入其他类别
uci_03009,"Loan for any purpose ¡ê500 - ¡ê75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",en,uci_sms_spam_collection_v1,spam,AD,,5cb9262d83ee,贷款推广广告，不诈骗但属于营销推销
uci_03010,Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,en,uci_sms_spam_collection_v1,spam,AD,,76374181a4b3,手机套餐/话费优惠推广，属于正规营销
uci_03011,Imagine Life WITHOUT ME... see.. How fast u are searching me?Don't worry.. l'm always there To disturb U.. Goodnoon..:),en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d1800308eaf2,私人闲聊/个人对话，无法归入其他类别
uci_03012,"Hm good morning, headache anyone? :-)",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f8407a507928,私人闲聊/个人对话，无法归入其他类别
uci_03013,Yeah no probs - last night is obviously catching up with you... Speak soon,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,2ae2b0a02ecd,私人闲聊/个人对话，无法归入其他类别
uci_03014,FREE UNLIMITED HARDCORE PORN direct 2 your mobile Txt PORN to 69200 & get FREE access for 24 hrs then chrgd@50p per day txt Stop 2exit. This msg is free,en,uci_sms_spam_collection_v1,spam,HARASS,,a3bf08f840d3,成人色情内容推广，属于骚扰
uci_03015,I might go 2 sch. Yar at e salon now v boring.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,f6d9cbd67af3,私人闲聊/个人对话，无法归入其他类别
uci_03016,&lt;#&gt;  mins but i had to stop somewhere first.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,b03dc32c8301,私人闲聊/个人对话，无法归入其他类别
uci_03017,"&lt;#&gt;  is fast approaching. So, Wish u a very Happy New Year Happy Sankranti Happy republic day Happy Valentines Day Happy Shivratri Happy Ugadi Happy Fools day Happy May Day Happy Independence Day, Happy Friendship,Mother,Father,Teachers,Childrens Day, &amp; HAPPY BIRTHDAY 4 U. Happy Ganesh festival Happy Dasara Happy Diwali Happy Christmas  &lt;#&gt;  Good Mornings Afternoons, Evenings Nights. RememberI AM the first to WISHING U ALL THESE...your's Raj",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,5df7620b8f4d,私人闲聊/个人对话，无法归入其他类别
uci_03018,One of the joys in lifeis waking up each daywith thoughts that somewhereSomeone cares enough tosend a warm morning greeting.. -,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,523b19a154c3,私人闲聊/个人对话，无法归入其他类别
uci_03019,I didn't get the second half of that message,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,fc60e165b72d,私人闲聊/个人对话，无法归入其他类别
uci_03020,Wat time do u wan 2 meet me later?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,62be4bbb3a48,私人闲聊/个人对话，无法归入其他类别
uci_03021,I thank you so much for all you do with selflessness. I love you plenty.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,9c87d087fd0b,私人闲聊/个人对话，无法归入其他类别
uci_03022,Am in film ill call you later.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,4a78f9a3cd71,私人闲聊/个人对话，无法归入其他类别
uci_03023,How dare you change my ring,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,dc81e5df37bd,私人闲聊/个人对话，无法归入其他类别
uci_03024,You are a very very very very bad girl. Or lady.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,065c829d3a71,私人闲聊/个人对话，无法归入其他类别
uci_03025,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,15b826690014,私人闲聊/个人对话，无法归入其他类别
uci_03026,"What part of ""don't initiate"" don't you understand",en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,d47ef902f526,私人闲聊/个人对话，无法归入其他类别
uci_03027,I finished my lunch already. U wake up already?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,943d0d453779,私人闲聊/个人对话，无法归入其他类别
uci_03028,You still at the game?,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,1d8ff488645f,私人闲聊/个人对话，无法归入其他类别
uci_03029,You have got tallent but you are wasting.,en,uci_sms_spam_collection_v1,ham,NEEDS_REVIEW,,bff03a667c18,私人闲聊/个人对话，无法归入其他类别
